CoQ code,Series,Register status,Date of issue,Supersedes,Plan no.,Batch (cultivation),P lot,Strain,Harvest,Packaging,Manuf. date (template),Pack. date (template),iCoA code,iCoA issued,iCoA tested / sampled,Retest campaign,Total THC (%),THC certificate,Grade,Potency window,Product code,Specification code,Specification status,Phenotype,Chemotype,Processing,Dominance,Packaging (spec.),Latest external certificate,#1 result,#1 document,#1 issued,#1 laboratory,#2 result,#2 document,#2 issued,#2 laboratory,#3 result,#3 document,#3 issued,#3 laboratory,#4 result,#4 document,#4 issued,#4 laboratory,#5 result,#5 document,#5 issued,#5 laboratory,#6 result,#6 document,#6 issued,#6 laboratory,#7 result,#7 document,#7 issued,#7 laboratory,#8 result,#8 document,#8 issued,#8 laboratory,#9.1 result,#9.1 document,#9.1 issued,#9.1 laboratory,#9.2 result,#9.2 document,#9.2 issued,#9.2 laboratory,#9.3 result,#9.3 document,#9.3 issued,#9.3 laboratory,#9.4 result,#9.4 document,#9.4 issued,#9.4 laboratory,#9.5 result,#9.5 document,#9.5 issued,#9.5 laboratory,#9.6 result,#9.6 document,#9.6 issued,#9.6 laboratory,#9.7 result,#9.7 document,#9.7 issued,#9.7 laboratory,#10.1 result,#10.1 document,#10.1 issued,#10.1 laboratory,#10.2 result,#10.2 document,#10.2 issued,#10.2 laboratory,#10.3 result,#10.3 document,#10.3 issued,#10.3 laboratory,#11.1 result,#11.1 document,#11.1 issued,#11.1 laboratory,#11.2 result,#11.2 document,#11.2 issued,#11.2 laboratory,#11.3 result,#11.3 document,#11.3 issued,#11.3 laboratory,#11.4 result,#11.4 document,#11.4 issued,#11.4 laboratory,#12 result,#12 document,#12 issued,#12 laboratory
CoQ-PP_26-011,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0008,HPA1024_01,P050052,High Pro Amnesia,27.05.2025 – 28.05.2025,27.06.2025 – 04.07.2025,27.05.2025,27.06.2025,iCoA-PP_26-011,03.06.2026,27.06.2025,—,22.43,ППК25155,I,19.80 – 24.19 %,HPA_THC22 : CBD1,QCSP_001_HPA-I_v.01,"for review — replaces the issued QCSP_001_HPA-I_v.01 (was HPA_THC22 : CBD1, 21.00 – 23.00 %); now HPA_THC22 : CBD1 19.80 – 24.19 %",SATIVA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",24.06.2025,Conforms | Одговара,iCoA-PP_26-011,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-011,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25155,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,22.43,ППК25155,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.1,ППК25155,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.02 ᴰ,ППК25155,24.06.2025,CNP,Conforms | Одговара,iCoA-PP_26-011,03.06.2026,Purely Plant GmbH (in-house),6.36,ППК25155,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,9.6 × 10³,587/1066/25,18.06.2025,IPH — Institute of Public Health,1.5 × 10⁴,587/1066/25,18.06.2025,IPH — Institute of Public Health,< 10,587/1066/25,18.06.2025,IPH — Institute of Public Health,Absent | Отсутна,587/1066/25,18.06.2025,IPH — Institute of Public Health,Absent | Отсутна,587/1066/25,18.06.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,2995/2025,19.06.2025,IPH — Institute of Public Health,not tested,—,—,—,0.059,2995/2025,19.06.2025,IPH — Institute of Public Health,0.014,2995/2025,19.06.2025,IPH — Institute of Public Health,0.037,2995/2025,19.06.2025,IPH — Institute of Public Health,0.008,2995/2025,19.06.2025,IPH — Institute of Public Health,ND,2995/2025,19.06.2025,IPH — Institute of Public Health
CoQ-PP_26-012,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0009,OPM1024_02,P050062,Orange Punch Mimosa,29.05.2025 – 30.05.2025,04.07.2025 – 10.07.2025,29.05.2025,04.07.2025,iCoA-PP_26-012,03.06.2026,04.07.2025,—,18.27,ППК25154,II,15.40 – 18.59 %,OPM_THC17 : CBD1,QCSP_001_OPM-II_v.01,"for review — replaces the issued QCSP_001_OPM-II_v.01 (was OPM_THC18 : CBD1, 16.20 – 19.80 %); now OPM_THC17 : CBD1 15.40 – 18.59 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",24.06.2025,Conforms | Одговара,iCoA-PP_26-012,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-012,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25154,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,18.27,ППК25154,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.05,ППК25154,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.02 ᴰ,ППК25154,24.06.2025,CNP,Conforms | Одговара,iCoA-PP_26-012,03.06.2026,Purely Plant GmbH (in-house),6.89,ППК25154,24.06.2025,UKIM Faculty of Pharmacy — Center for Natural Products,3.4 × 10³,588/1067/25,18.06.2025,IPH — Institute of Public Health,3.6 × 10³,588/1067/25,18.06.2025,IPH — Institute of Public Health,< 10,588/1067/25,18.06.2025,IPH — Institute of Public Health,Absent | Отсутна,588/1067/25,18.06.2025,IPH — Institute of Public Health,Absent | Отсутна,588/1067/25,18.06.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,2994/2025,19.06.2025,IPH — Institute of Public Health,not tested,—,—,—,0.052,2994/2025,19.06.2025,IPH — Institute of Public Health,0.011,2994/2025,19.06.2025,IPH — Institute of Public Health,0.028,2994/2025,19.06.2025,IPH — Institute of Public Health,0.061,2994/2025,19.06.2025,IPH — Institute of Public Health,ND,2994/2025,19.06.2025,IPH — Institute of Public Health
CoQ-PP_26-013,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0010,GP0824_03,P050072,Grape Pie,09.06.2025 – 10.06.2025,14.07.2025 – 17.07.2025,09.06.2025,14.07.2025,iCoA-PP_26-013,03.06.2026,14.07.2025,—,25.45,ППК25175,II,22.00 – 25.99 %,GP_THC24 : CBD1,QCSP_001_GP-II_v.01,"for review — replaces the issued QCSP_001_GP-II_v.01 (was GP_THC26 : CBD1, 25.40 – 26.60 %); now GP_THC24 : CBD1 22.00 – 25.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",10.07.2025,Conforms | Одговара,iCoA-PP_26-013,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-013,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25175,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,25.45,ППК25175,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.08,ППК25175,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< LOQ ᴰ,ППК25175,10.07.2025,CNP,Conforms | Одговара,iCoA-PP_26-013,03.06.2026,Purely Plant GmbH (in-house),6.58,ППК25175,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,1.1 × 10⁴,628/1129/25,02.07.2025,IPH — Institute of Public Health,1.2 × 10⁴,628/1129/25,02.07.2025,IPH — Institute of Public Health,< 10⁴ and > 10³,628/1129/25,02.07.2025,IPH — Institute of Public Health,Absent | Отсутна,628/1129/25,02.07.2025,IPH — Institute of Public Health,Absent | Отсутна,628/1129/25,02.07.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,3178/2025,26.06.2025,IPH — Institute of Public Health,not tested,—,—,—,ND,3178/2025,26.06.2025,IPH — Institute of Public Health,ND,3178/2025,26.06.2025,IPH — Institute of Public Health,0.119,3178/2025,26.06.2025,IPH — Institute of Public Health,ND,3178/2025,26.06.2025,IPH — Institute of Public Health,ND,3178/2025,26.06.2025,IPH — Institute of Public Health
CoQ-PP_26-014,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0011,OPM1024_03,P050082,Orange Punch Mimosa,01.07.2025 – 02.07.2025,22.07.2025 – 30.07.2025,01.07.2025,22.07.2025,iCoA-PP_26-014,03.06.2026,22.07.2025,—,16.55,ППК25210,II,15.40 – 18.59 %,OPM_THC17 : CBD1,QCSP_001_OPM-II_v.01,"for review — replaces the issued QCSP_001_OPM-II_v.01 (was OPM_THC18 : CBD1, 16.20 – 19.80 %); now OPM_THC17 : CBD1 15.40 – 18.59 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",29.07.2025,Conforms | Одговара,iCoA-PP_26-014,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-014,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25210,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,16.55,ППК25210,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.04,ППК25210,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.01 ᴰ,ППК25210,28.07.2025,CNP,Conforms | Одговара,iCoA-PP_26-014,03.06.2026,Purely Plant GmbH (in-house),6.38,ППК25210,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,2 × 10²,766/1375/25,29.07.2025,IPH — Institute of Public Health,3 × 10²,766/1375/25,29.07.2025,IPH — Institute of Public Health,< 10,766/1375/25,29.07.2025,IPH — Institute of Public Health,Absent | Отсутна,766/1375/25,29.07.2025,IPH — Institute of Public Health,Absent | Отсутна,766/1375/25,29.07.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,2.1,3636/2025,28.07.2025,IPH — Institute of Public Health,not tested,—,—,—,ND,3636/2025,28.07.2025,IPH — Institute of Public Health,ND,3636/2025,28.07.2025,IPH — Institute of Public Health,0.135,3636/2025,28.07.2025,IPH — Institute of Public Health,0.03,3636/2025,28.07.2025,IPH — Institute of Public Health,ND,3636/2025,28.07.2025,IPH — Institute of Public Health
CoQ-PP_26-015,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0012,GG1024_01,P050092,Gorilla Glue,17.03.2025 – 18.03.2025,31.07.2025 – 05.08.2025,17.03.2025,31.07.2025,iCoA-PP_26-015,03.06.2026,31.07.2025,—,17.22,ППК25104,I,16.23 – 19.76 %,GG_THC18 : CBD1,QCSP_001_GG-I_v.01,"for review — replaces the issued QCSP_001_GG-I_v.01 (was GG_THC18 : CBD1, 17.01 – 18.99 %); now GG_THC18 : CBD1 16.23 – 19.76 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",17.04.2025,Conforms | Одговара,iCoA-PP_26-015,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-015,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25104,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,17.22,ППК25104,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.05,ППК25104,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,ND ᴰ,ППК25104,17.04.2025,CNP,Conforms | Одговара,iCoA-PP_26-015,03.06.2026,Purely Plant GmbH (in-house),7.54,ППК25104,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,5.1 × 10⁴,320/0587/25,14.04.2025,IPH — Institute of Public Health,4.2 × 10⁴,320/0587/25,14.04.2025,IPH — Institute of Public Health,< 10,320/0587/25,14.04.2025,IPH — Institute of Public Health,Absent | Отсутна,320/0587/25,14.04.2025,IPH — Institute of Public Health,Absent | Отсутна,320/0587/25,14.04.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,1766/2025,11.04.2025,IPH — Institute of Public Health,not tested,—,—,—,0.02,1766/2025,11.04.2025,IPH — Institute of Public Health,0.007,1766/2025,11.04.2025,IPH — Institute of Public Health,0.015,1766/2025,11.04.2025,IPH — Institute of Public Health,0.005,1766/2025,11.04.2025,IPH — Institute of Public Health,ND,1766/2025,11.04.2025,IPH — Institute of Public Health
CoQ-PP_26-016,release,issuable,06.06.2026,n/a — release certificate,(assigned on issue),GP0824_01,P050102,Grape Pie,20.03.2025 – 21.03.2025,05.08.2025 – 07.08.2025,—,—,iCoA-PP_26-016,03.06.2026,05.08.2025,—,20.79,ППК25105,III,18.00 – 21.99 %,GP_THC20 : CBD1,QCSP_001_GP-III_v.01,"for review — replaces the issued QCSP_001_GP-III_v.01 (was GP_THC24 : CBD1, 22.61 – 25.39 %); now GP_THC20 : CBD1 18.00 – 21.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",17.04.2025,Conforms | Одговара,iCoA-PP_26-016,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-016,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,20.79,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.06,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,not tested,—,—,—,Conforms | Одговара,iCoA-PP_26-016,03.06.2026,Purely Plant GmbH (in-house),6.73,ППК25105,17.04.2025,UKIM Faculty of Pharmacy — Center for Natural Products,4.2 × 10³,318/0585/25,14.04.2025,IPH — Institute of Public Health,6 × 10³,318/0585/25,14.04.2025,IPH — Institute of Public Health,< 10,318/0585/25,14.04.2025,IPH — Institute of Public Health,Absent | Отсутна,318/0585/25,14.04.2025,IPH — Institute of Public Health,Absent | Отсутна,318/0585/25,14.04.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,1767/2025,11.04.2025,IPH — Institute of Public Health,not tested,—,—,—,0.026,1767/2025,11.04.2025,IPH — Institute of Public Health,0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,0.015,1767/2025,11.04.2025,IPH — Institute of Public Health,0.005,1767/2025,11.04.2025,IPH — Institute of Public Health,ND,1767/2025,11.04.2025,IPH — Institute of Public Health
CoQ-PP_26-017,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0013,MB0824_05,P050112,Motor Breath,08.07.2025 – 09.07.2025,25.08.2025 – 31.08.2025,08.07.2025,25.08.2025,iCoA-PP_26-017,03.06.2026,25.08.2025,—,16.82,ППК25211,I,16.20 – 19.79 %,MB_THC18 : CBD1,QCSP_001_MB-I_v.01,"for review — replaces the issued QCSP_001_MB-I_v.01 (was MB_THC18 : CBD1, 16.20 – 19.80 %); now MB_THC18 : CBD1 16.20 – 19.79 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",29.07.2025,Conforms | Одговара,iCoA-PP_26-017,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-017,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,16.82,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.06,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.02 ᴰ,ППК25211,28.07.2025,CNP,Conforms | Одговара,iCoA-PP_26-017,03.06.2026,Purely Plant GmbH (in-house),6.56,ППК25211,28.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,3.5 × 10³,767/1376/25,29.07.2025,IPH — Institute of Public Health,1 × 10³,767/1376/25,29.07.2025,IPH — Institute of Public Health,< 10,767/1376/25,29.07.2025,IPH — Institute of Public Health,Absent | Отсутна,767/1376/25,29.07.2025,IPH — Institute of Public Health,Absent | Отсутна,767/1376/25,29.07.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,2,3638/2025,28.07.2025,IPH — Institute of Public Health,not tested,—,—,—,ND,3638/2025,28.07.2025,IPH — Institute of Public Health,ND,3638/2025,28.07.2025,IPH — Institute of Public Health,0.086,3638/2025,28.07.2025,IPH — Institute of Public Health,0.006,3638/2025,28.07.2025,IPH — Institute of Public Health,ND,3638/2025,28.07.2025,IPH — Institute of Public Health
CoQ-PP_26-018,release,issuable,06.06.2026,n/a — release certificate,(assigned on issue),BSS1024_01,P050122,Blue Sunset Sherbet,04.06.2025 – 05.06.2025,01.09.2025 – 09.09.2025,—,—,iCoA-PP_26-089,03.06.2026,—,—,23.42,ППК25176,II,21.89 – 26.10 %,BSS_THC24 : CBD1,QCSP_001_BSS-II_v.01,"for review — replaces the issued QCSP_001_BSS-II_v.01 (was BSS_THC20 : CBD1, 18.00 – 22.00 %); now BSS_THC24 : CBD1 21.89 – 26.10 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",10.07.2025,Conforms | Одговара,iCoA-PP_26-089,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-089,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,23.42,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.06,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,not tested,—,—,—,Conforms | Одговара,iCoA-PP_26-089,03.06.2026,Purely Plant GmbH (in-house),6.38,ППК25176,10.07.2025,UKIM Faculty of Pharmacy — Center for Natural Products,< 10,626/1127/25,02.07.2025,IPH — Institute of Public Health,< 10,626/1127/25,02.07.2025,IPH — Institute of Public Health,< 10,626/1127/25,02.07.2025,IPH — Institute of Public Health,Absent | Отсутна,626/1127/25,02.07.2025,IPH — Institute of Public Health,Absent | Отсутна,626/1127/25,02.07.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,3177/2025,26.06.2025,IPH — Institute of Public Health,not tested,—,—,—,ND,3177/2025,26.06.2025,IPH — Institute of Public Health,ND,3177/2025,26.06.2025,IPH — Institute of Public Health,0.112,3177/2025,26.06.2025,IPH — Institute of Public Health,ND,3177/2025,26.06.2025,IPH — Institute of Public Health,ND,3177/2025,26.06.2025,IPH — Institute of Public Health
CoQ-PP_26-019,release,issuable,06.06.2026,n/a — release certificate,(assigned on issue),OPM052501,P050132,Orange Punch Mimosa,11.08.2025 – 13.08.2025,09.09.2025 – 15.09.2025,—,—,iCoA-PP_26-018,03.06.2026,09.09.2025,—,14.16,ППК25257,III,12.60 – 15.39 %,OPM_THC14 : CBD1,QCSP_001_OPM-III_v.01,"for review — replaces the issued QCSP_001_OPM-III_v.01 (was OPM_THC16:CBD1, 16.00% ± 3.00%); now OPM_THC14 : CBD1 12.60 – 15.39 %",INDICA,THC,MACHINE TRIMMED,—,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",05.09.2025,Conforms | Одговара,iCoA-PP_26-018,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-018,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25257,05.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,14.16,ППК25257,05.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.04,ППК25257,05.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,not tested,—,—,—,Conforms | Одговара,iCoA-PP_26-018,03.06.2026,Purely Plant GmbH (in-house),8.28,ППК25257,05.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,1.2 × 10⁴,904/1589/25,02.09.2025,IPH — Institute of Public Health,3.3 × 10⁴,904/1589/25,02.09.2025,IPH — Institute of Public Health,< 10,904/1589/25,02.09.2025,IPH — Institute of Public Health,Absent | Отсутна,904/1589/25,02.09.2025,IPH — Institute of Public Health,Absent | Отсутна,904/1589/25,02.09.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,2.1,4157/2025,29.08.2025,IPH — Institute of Public Health,not tested,—,—,—,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health,ND,4157/2025,29.08.2025,IPH — Institute of Public Health
CoQ-PP_26-020,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0014,GP052501,P050152,Grape Pie,],25.09.2025,—,25.09.2025,iCoA-PP_26-019,03.06.2026,25.09.2025,—,18.98,ППК25279,III,18.00 – 21.99 %,GP_THC20 : CBD1,QCSP_001_GP-III_v.01,"for review — replaces the issued QCSP_001_GP-III_v.01 (was GP_THC24 : CBD1, 22.61 – 25.39 %); now GP_THC20 : CBD1 18.00 – 21.99 %",HYBRID,THC,MACHINE TRIMMED,INDICA-DOMINANT,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",19.09.2025,Conforms | Одговара,iCoA-PP_26-019,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-019,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25279,19.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,18.98,ППК25279,19.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.08,ППК25279,19.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.03 ᴰ,ППК25279,19.09.2025,CNP,Conforms | Одговара,iCoA-PP_26-019,03.06.2026,Purely Plant GmbH (in-house),7.30,ППК25279,19.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,2.1 × 10⁴,946/1684/25,17.09.2025,IPH — Institute of Public Health,3.6 × 10⁴,946/1684/25,17.09.2025,IPH — Institute of Public Health,< 10² and > 10¹,946/1684/25,17.09.2025,IPH — Institute of Public Health,Absent | Отсутна,946/1684/25,17.09.2025,IPH — Institute of Public Health,Absent | Отсутна,946/1684/25,17.09.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,4348/2025,15.09.2025,IPH — Institute of Public Health,not tested,—,—,—,0.06,4348/2025,15.09.2025,IPH — Institute of Public Health,ND,4348/2025,15.09.2025,IPH — Institute of Public Health,ND,4348/2025,15.09.2025,IPH — Institute of Public Health,ND,4348/2025,15.09.2025,IPH — Institute of Public Health,ND,4348/2025,15.09.2025,IPH — Institute of Public Health
CoQ-PP_26-021,release,issuable,06.06.2026,n/a — release certificate,(assigned on issue),BSS1024_01/2,P050142,Blue Sunset Sherbet,0,30.09.2025,—,30.09.2025,iCoA-PP_26-020,03.06.2026,30.09.2025,—,—,—,—,Per grade of the potency specification of 15.09.2026 — no Total THC result on file,—,—,—,—,—,—,—,—,—,Conforms | Одговара,iCoA-PP_26-020,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-020,03.06.2026,Purely Plant GmbH (in-house),to be performed (in house),—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,Conforms | Одговара,iCoA-PP_26-020,03.06.2026,Purely Plant GmbH (in-house),not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—,not tested,—,—,—
CoQ-PP_26-022,release,issuable,06.06.2026,n/a — release certificate,CoQ-PP-2025-0015,CJ052501/01,P050162,Cap Junky,20.08.2025,30.09.2025 – 01.10.2025,20.08.2025,30.09.2025,iCoA-PP_26-021,03.06.2026,30.09.2025,—,20.29,ППК25280,III,18.40 – 21.59 %,CJ_THC20 : CBD1,QCSP_001_CJ-III_v.01,"for review — replaces the issued QCSP_001_CJ-III_v.01 (was CJ_THC24 : CBD1, 23.00 – 25.00 %); now CJ_THC20 : CBD1 18.40 – 21.59 %",HYBRID,THC,MACHINE TRIMMED,INDICA 60 : SATIVA 40,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",17.09.2025,Conforms | Одговара,iCoA-PP_26-021,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,iCoA-PP_26-021,03.06.2026,Purely Plant GmbH (in-house),Conforms | Одговара,ППК25280,17.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,20.29,ППК25280,17.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.07,ППК25280,17.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,0.02 ᴰ,ППК25280,17.09.2025,CNP,Conforms | Одговара,iCoA-PP_26-021,03.06.2026,Purely Plant GmbH (in-house),7.93,ППК25280,17.09.2025,UKIM Faculty of Pharmacy — Center for Natural Products,2.8 × 10⁴,949/1687/25,17.09.2025,IPH — Institute of Public Health,1.7 × 10⁴,949/1687/25,17.09.2025,IPH — Institute of Public Health,< 10³ and > 10²,949/1687/25,17.09.2025,IPH — Institute of Public Health,Absent | Отсутна,949/1687/25,17.09.2025,IPH — Institute of Public Health,Absent | Отсутна,949/1687/25,17.09.2025,IPH — Institute of Public Health,upon request — not required for release,—,—,—,upon request — not required for release,—,—,—,not tested,—,—,—,< 2,4350/2025,15.09.2025,IPH — Institute of Public Health,not tested,—,—,—,0.085,4350/2025,15.09.2025,IPH — Institute of Public Health,ND,4350/2025,15.09.2025,IPH — Institute of Public Health,ND,4350/2025,15.09.2025,IPH — Institute of Public Health,ND,4350/2025,15.09.2025,IPH — Institute of Public Health,ND,4350/2025,15.09.2025,IPH — Institute of Public Health
